KIC,T1,e_T1,T2,e_T2,R1_D,e_R1_D,R2_R1,e_R2_R1,T2_T1,Qual,Src,KIS,T1j,T2j,R2_R1j,T1k1,T2k1,R2_R1k1,Simbad,_RA,_DE
3248019.0,8247.0,1977.0,8241.0,2006.0,1.14e-11,2.96e-12,0.705,0.575,0.992,b'00000',b'1100',1.0,8247.0,8255.0,0.734,8248.0,8228.0,0.675,b'Simbad',294.59683,38.37014
3248332.0,6973.0,362.0,6842.0,710.0,3.29e-11,2.85e-12,0.598,0.234,0.942,b'00000',b'1100',1.0,6928.0,6681.0,0.482,7383.0,6957.0,0.773,b'Simbad',294.66467,38.333
3323289.0,5414.0,355.0,5155.0,565.0,2.24e-11,2.32e-12,0.673,0.232,0.898,b'00000',b'1110',2.0,5364.0,5212.0,0.725,5514.0,5134.0,0.668,b'Simbad',285.33658,38.45052
3327980.0,8143.0,402.0,7612.0,679.0,3.94e-11,3.45e-12,0.772,0.226,0.929,b'00000',b'1001',3.0,7773.0,7771.0,0.784,7965.0,7364.0,0.813,b'Simbad',287.17612,38.433498
3335816.0,6599.0,366.0,5507.0,572.0,5.83e-11,4.26e-12,0.649,0.224,0.841,b'00000',b'1100',1.0,6550.0,5340.0,0.622,6704.0,5610.0,0.703,b'Simbad',289.6983,38.406609
3338660.0,6100.0,394.0,4167.0,672.0,2.33e-11,2.87e-12,0.75,0.338,0.666,b'00000',b'0100',1.0,3511.0,3522.0,0.486,6100.0,4167.0,0.75,b'Simbad',290.47421,38.427368
3339538.0,5057.0,357.0,4861.0,654.0,5.18e-11,4.52e-12,0.624,0.247,0.7,b'00010',b'1100',1.0,4962.0,4842.0,0.738,5082.0,4889.0,0.494,b'Simbad',290.73944,38.414139
3339563.0,5603.0,420.0,4840.0,664.0,2.85e-11,3.02e-12,0.83,0.249,0.827,b'00000',b'1100',1.0,6663.0,4776.0,1.362,5576.0,5076.0,0.63,b'Simbad',290.74597,38.443138
3340313.0,6714.0,388.0,5294.0,1006.0,9.87e-12,1.75e-12,0.679,0.223,0.7,b'00010',b'1100',1.0,6734.0,4744.0,0.658,6548.0,5972.0,0.718,b'Simbad',290.96396,38.469501
3341934.0,6613.0,377.0,4674.0,672.0,1.47e-11,1.85e-12,0.744,0.203,0.58,b'00000',b'1111',3.0,6676.0,4571.0,0.824,6619.0,4495.0,0.718,b'Simbad',291.38623,38.49147
3342425.0,6058.0,367.0,5960.0,584.0,1.48e-11,1.99e-12,0.772,0.225,0.976,b'00000',b'1110',2.0,5938.0,5934.0,0.741,6033.0,5898.0,0.84,b'Simbad',291.5162,38.454479
3342592.0,5798.0,366.0,5919.0,746.0,1.99e-11,2.18e-12,0.59,0.231,0.7,b'00010',b'1110',2.0,5717.0,6607.0,0.437,5902.0,6014.0,0.631,b'Simbad',291.5563,38.446289
3344427.0,5143.0,359.0,4149.0,566.0,2.06e-11,2.11e-12,0.969,0.201,0.899,b'00000',b'1100',1.0,5115.0,3755.0,1.009,5218.0,4581.0,0.848,b'Simbad',292.00238,38.4352
3345675.0,4071.0,355.0,4041.0,554.0,2.96e-11,3.23e-12,0.747,0.263,0.7,b'00010',b'1100',1.0,4056.0,4046.0,0.797,4099.0,4029.0,0.7,b'Simbad',292.30069,38.402142
3347485.0,6445.0,375.0,4238.0,587.0,4.25e-11,3.07e-12,1.261,0.173,0.7,b'00010',b'1100',1.0,6419.0,4154.0,1.18,6931.0,4492.0,1.52,b'Simbad',292.77972,38.448551
3348093.0,4416.0,357.0,3830.0,556.0,1.93e-11,2.32e-12,1.013,0.225,0.898,b'00000',b'1100',1.0,4556.0,3739.0,1.202,4346.0,4077.0,0.665,b'Simbad',292.92532,38.480991
3351945.0,4969.0,352.0,3666.0,571.0,3.33e-11,1.92e-12,0.589,0.18,0.334,b'00000',b'1100',1.0,4957.0,3636.0,0.593,5003.0,3781.0,0.582,b'Simbad',293.88446,38.445721
3352751.0,10393.0,390.0,5348.0,575.0,1.8e-11,1.74e-12,1.829,0.155,0.663,b'00000',b'1110',2.0,10191.0,5156.0,1.552,12053.0,5672.0,2.042,b'Simbad',294.07187,38.426922
3353233.0,4714.0,353.0,4482.0,579.0,2.04e-11,2.19e-12,0.583,0.234,0.938,b'00000',b'1100',1.0,4667.0,4345.0,0.55,4757.0,4549.0,0.651,b'Simbad',294.19232,38.43951
3354616.0,5233.0,369.0,5051.0,684.0,1.48e-11,2.03e-12,0.668,0.24,0.7,b'00010',b'1100',1.0,5146.0,5045.0,0.714,5299.0,5059.0,0.624,b'Simbad',294.52765,38.424011
3427776.0,5693.0,365.0,4215.0,589.0,1.91e-11,2.16e-12,0.504,0.26,0.731,b'00000',b'0100',1.0,3533.0,3531.0,0.847,5693.0,4215.0,0.504,b'Simbad',286.45258,38.538342
3428468.0,4250.0,379.0,4112.0,589.0,2.36e-11,2.46e-12,0.811,0.23,0.7,b'00010',b'1100',1.0,4250.0,4071.0,0.776,4250.0,4148.0,0.856,b'Simbad',286.72336,38.595661
3431321.0,11721.0,538.0,9787.0,847.0,4.07e-11,6.03e-12,0.728,0.366,0.807,b'10000',b'1000',2.0,11721.0,9787.0,0.728,11999.0,9803.0,0.65,b'Simbad',287.77454,38.504002
3437778.0,7483.0,756.0,7585.0,1034.0,9.07e-12,1.96e-12,0.853,0.298,0.7,b'00010',b'1100',1.0,8797.0,7693.0,1.261,7286.0,7299.0,0.731,b'Simbad',289.79971,38.560928
3437800.0,6530.0,368.0,6487.0,640.0,2.36e-11,2.62e-12,0.81,0.236,1.002,b'00000',b'1100',1.0,6514.0,6016.0,0.757,6583.0,6552.0,0.86,b'Simbad',289.80423,38.560829
3439031.0,6628.0,358.0,6631.0,610.0,7.74e-11,9.23e-12,0.631,0.319,1.007,b'00000',b'1000',2.0,6628.0,6631.0,0.631,6711.0,6718.0,0.9,b'Simbad',290.13269,38.51368
3439180.0,6034.0,355.0,5814.0,547.0,2.4e-11,2.31e-12,0.876,0.211,0.966,b'00000',b'1110',2.0,6013.0,5139.0,0.906,6020.0,5797.0,0.794,b'Simbad',290.16901,38.539162
3440230.0,10298.0,664.0,3554.0,1000.0,1.65e-11,1.82e-12,2.087,0.33,0.591,b'00101',b'1100',1.0,10797.0,5218.0,1.781,9667.0,3534.0,2.369,b'Simbad',290.47125,38.528561
3441784.0,9117.0,2140.0,7588.0,1120.0,8.13e-11,1.21e-11,1.292,0.289,0.7,b'11010',b'1000',1.0,9117.0,7588.0,1.292,8792.0,7609.0,1.234,b'Simbad',290.94437,38.538868
3442054.0,6615.0,396.0,5346.0,905.0,5.55e-11,5.06e-12,0.637,0.259,0.443,b'00000',b'1100',1.0,6666.0,5660.0,0.95,6594.0,4794.0,0.526,b'Simbad',291.0188,38.569859
3443519.0,6263.0,386.0,5539.0,765.0,7.86e-11,7.95e-12,0.624,0.284,0.938,b'00000',b'1000',2.0,6263.0,5539.0,0.624,6163.0,5782.0,0.701,b'Simbad',291.40698,38.56794
3448245.0,6536.0,371.0,11613.0,896.0,6.8e-11,1.79e-12,0.203,0.155,0.844,b'00000',b'1000',1.0,6536.0,11613.0,0.203,7369.0,6217.0,0.741,b'Simbad',292.61862,38.52486
3449540.0,6591.0,366.0,6575.0,639.0,2.1e-11,2.22e-12,0.702,0.219,1.004,b'00000',b'1100',1.0,6549.0,6354.0,0.73,6663.0,6663.0,0.659,b'Simbad',292.93695,38.593071
3454864.0,6308.0,426.0,5741.0,688.0,2.86e-11,3.04e-12,0.8,0.249,0.893,b'00000',b'0110',2.0,6383.0,5684.0,0.728,6279.0,5603.0,0.714,b'Simbad',294.22171,38.531139
3458919.0,6236.0,434.0,4214.0,579.0,2.82e-11,3.95e-12,1.962,0.173,0.922,b'00000',b'0100',1.0,6075.0,5614.0,0.797,6236.0,4214.0,1.962,b'Simbad',295.14029,38.597542
3459199.0,4877.0,534.0,5103.0,773.0,2.22e-10,2.48e-11,0.905,0.279,0.7,b'00010',b'1000',0.0,4877.0,5103.0,0.905,,,,b'Simbad',295.20288,38.51955
3530668.0,6310.0,384.0,4820.0,886.0,2.89e-11,2.8e-12,0.673,0.236,0.7,b'11010',b'1100',1.0,6287.0,4466.0,0.682,6390.0,5366.0,0.662,b'Simbad',287.03967,38.640308
3532985.0,4712.0,351.0,4658.0,556.0,1.67e-10,1.01e-11,0.659,0.209,0.7,b'00010',b'1111',3.0,4694.0,4626.0,0.749,4765.0,4729.0,0.715,b'Simbad',287.91516,38.640781
3534118.0,5944.0,389.0,5882.0,789.0,2.83e-11,2.31e-12,0.622,0.204,0.7,b'00010',b'1110',2.0,5807.0,5758.0,0.729,5953.0,6048.0,0.491,b'Simbad',288.32785,38.627621
3542573.0,5890.0,356.0,5820.0,557.0,6.19e-11,4.54e-12,0.72,0.217,0.984,b'00000',b'1110',2.0,5869.0,5814.0,0.79,5925.0,5829.0,0.73,b'Simbad',290.85925,38.633808
3542574.0,6180.0,1605.0,5745.0,1696.0,2.23e-09,1.31e-09,0.801,0.332,0.908,b'11000',b'1000',0.0,6180.0,5745.0,0.801,,,,b'Simbad',290.85931,38.636593
3543270.0,5690.0,356.0,4491.0,596.0,1.91e-11,1.91e-12,0.625,0.196,0.769,b'00000',b'1100',1.0,5698.0,4490.0,0.698,5678.0,4491.0,0.557,b'Simbad',291.05762,38.64534
3544694.0,6235.0,380.0,5343.0,609.0,1.25e-11,2.08e-12,0.706,0.281,0.855,b'00000',b'0100',1.0,6269.0,5307.0,0.855,6235.0,5343.0,0.706,b'Simbad',291.44626,38.639778
3545476.0,5954.0,352.0,5362.0,540.0,2.04e-11,1.8e-12,0.736,0.171,0.906,b'00001',b'1100',1.0,5995.0,5369.0,0.816,5927.0,5351.0,0.65,b'Simbad',291.66324,38.644039
3547091.0,5557.0,484.0,5369.0,922.0,1.63e-11,2.24e-12,0.725,0.26,0.7,b'00010',b'0110',3.0,6023.0,4776.0,1.524,5573.0,5366.0,0.761,b'Simbad',292.07849,38.631481
3547111.0,6670.0,414.0,6685.0,668.0,1.85e-11,1.98e-12,0.803,0.198,0.7,b'00010',b'1111',3.0,6520.0,6903.0,0.797,6649.0,6610.0,0.777,b'Simbad',292.08386,38.675018
3547315.0,5498.0,400.0,5109.0,675.0,1.09e-11,2.15e-12,0.778,0.319,0.946,b'00000',b'0100',1.0,6309.0,6025.0,0.719,5498.0,5109.0,0.778,b'Simbad',292.13733,38.602348
3547874.0,6564.0,600.0,6578.0,1012.0,8.46e-11,1.15e-11,0.788,0.34,0.7,b'00010',b'1000',2.0,6564.0,6578.0,0.788,6874.0,5941.0,0.727,b'Simbad',292.2829,38.66571
3549994.0,6011.0,371.0,5970.0,599.0,1.16e-11,1.95e-12,0.778,0.253,0.976,b'00000',b'1100',1.0,5966.0,5976.0,0.698,6065.0,5966.0,0.88,b'Simbad',292.82391,38.622662
3556229.0,7680.0,491.0,5687.0,754.0,3.19e-12,1.69e-12,0.751,0.316,0.742,b'11000',b'0100',1.0,7412.0,5380.0,0.977,7680.0,5687.0,0.751,b'Simbad',294.35196,38.604702
3557421.0,5435.0,354.0,5204.0,541.0,2.11e-10,8.13e-12,0.792,0.169,0.952,b'11001',b'1110',2.0,5411.0,5174.0,0.728,5501.0,5238.0,0.764,b'Simbad',294.63492,38.626911
3558822.0,6416.0,467.0,5816.0,598.0,5.19e-11,1.1e-09,0.816,0.15,0.846,b'00001',b'1100',1.0,6370.0,5740.0,0.824,6989.0,6255.0,0.804,b'Simbad',294.94431,38.630089
3558981.0,5467.0,358.0,5353.0,555.0,3.7e-11,2.74e-12,0.698,0.206,0.7,b'11010',b'1110',2.0,5349.0,5353.0,0.986,5492.0,5369.0,0.564,b'Simbad',294.97745,38.678352
3560212.0,5721.0,355.0,5795.0,583.0,1.37e-11,2.12e-12,0.71,0.275,1.002,b'00000',b'1100',1.0,5646.0,6054.0,0.825,5758.0,5780.0,0.642,b'Simbad',295.24701,38.648102
3633901.0,7988.0,466.0,6574.0,863.0,1.22e-11,1.95e-12,0.833,0.241,0.858,b'00000',b'0110',2.0,7378.0,6274.0,0.802,8019.0,6484.0,0.815,b'Simbad',287.91763,38.787331
3641446.0,7260.0,351.0,7379.0,541.0,2.57e-10,3.64e-12,0.718,0.152,0.981,b'11101',b'1100',1.0,7290.0,7352.0,0.744,7236.0,7406.0,0.69,b'Simbad',290.24652,38.789944
3644542.0,9321.0,350.0,9066.0,552.0,1.73e-10,9.23e-12,0.728,0.19,0.966,b'00001',b'1100',1.0,9312.0,9176.0,0.862,9327.0,8947.0,0.63,b'Simbad',291.17059,38.765209
3654950.0,5388.0,361.0,5383.0,564.0,1.4e-11,2.07e-12,0.783,0.252,1.01,b'00000',b'1100',1.0,5344.0,5363.0,0.88,5450.0,5483.0,0.694,b'Simbad',293.83289,38.73634
3655326.0,6796.0,670.0,6242.0,927.0,1.95e-11,3.37e-12,0.831,0.321,0.899,b'00000',b'0100',1.0,6580.0,5769.0,0.668,6796.0,6242.0,0.831,b'Simbad',293.92529,38.738979
3656322.0,5686.0,360.0,4808.0,553.0,4.81e-11,3.73e-12,1.039,0.201,0.929,b'00000',b'1100',1.0,5790.0,4683.0,1.183,5615.0,5101.0,0.781,b'Simbad',294.16028,38.767429
3659940.0,5928.0,375.0,4641.0,677.0,1.73e-11,1.97e-12,0.876,0.204,0.7,b'00010',b'1100',1.0,6073.0,4405.0,1.042,5678.0,5488.0,0.583,b'Simbad',295.00464,38.775478
3662635.0,6065.0,380.0,5255.0,618.0,1.92e-11,2.42e-12,0.863,0.256,0.942,b'00000',b'1000',0.0,6065.0,5255.0,0.863,,,,b'Simbad',295.56934,38.726059
3729724.0,5845.0,503.0,5820.0,963.0,5.56e-11,7.7e-12,0.821,0.32,0.7,b'11010',b'1000',1.0,5845.0,5820.0,0.821,6166.0,5752.0,0.826,b'Simbad',285.65555,38.850513
3730067.0,4031.0,423.0,3695.0,706.0,5.18e-11,7.19e-12,0.668,0.295,0.858,b'00001',b'1100',1.0,4160.0,3610.0,0.913,3685.0,4521.0,0.405,b'Simbad',285.80783,38.894829
3732732.0,6303.0,359.0,6222.0,561.0,2.8e-11,2.44e-12,0.808,0.205,0.989,b'00000',b'1110',2.0,6119.0,6019.0,0.821,6419.0,6365.0,0.692,b'Simbad',286.88046,38.892948
3734660.0,6337.0,367.0,5793.0,953.0,4.25e-11,2.9e-12,0.536,0.218,0.7,b'00010',b'1100',1.0,6336.0,5151.0,0.489,6348.0,6203.0,0.634,b'Simbad',287.62381,38.855381
3735597.0,7234.0,407.0,6265.0,725.0,4.47e-11,5.5e-12,0.673,0.319,0.893,b'00000',b'1000',1.0,7234.0,6265.0,0.673,7563.0,6807.0,0.883,b'Simbad',287.9744,38.842419
3735629.0,5154.0,354.0,4410.0,558.0,1.75e-11,2.01e-12,0.565,0.228,0.84,b'00000',b'1100',1.0,5118.0,4372.0,0.528,5200.0,4445.0,0.604,b'Simbad',287.98795,38.89175
3743834.0,5079.0,353.0,4846.0,570.0,3.69e-11,3.31e-12,0.682,0.232,0.944,b'00000',b'1100',1.0,5004.0,4417.0,0.716,5131.0,4928.0,0.615,b'Simbad',290.54617,38.872601
3745184.0,4091.0,361.0,5453.0,550.0,3.08e-11,1.76e-12,0.545,0.16,0.86,b'00000',b'1011',3.0,4002.0,5427.0,0.54,5493.0,4250.0,1.56,b'Simbad',290.95419,38.874191
3749404.0,7684.0,620.0,7058.0,1479.0,7.92e-11,1.08e-11,0.717,0.345,0.7,b'00010',b'1000',2.0,7684.0,7058.0,0.717,8171.0,6716.0,0.656,b'Simbad',292.07953,38.83709
3749508.0,6279.0,402.0,5779.0,807.0,3.75e-11,2.77e-12,0.644,0.207,0.7,b'00010',b'1110',2.0,6324.0,5379.0,0.699,6288.0,5942.0,0.68,b'Simbad',292.1059,38.83622
3756730.0,5876.0,387.0,5791.0,609.0,2.16e-11,2.59e-12,0.758,0.248,0.984,b'00000',b'0110',2.0,4541.0,7402.0,0.342,5884.0,5810.0,0.751,b'Simbad',293.93497,38.867249
3757588.0,5763.0,366.0,4428.0,612.0,2e-11,2.33e-12,0.998,0.224,0.736,b'00000',b'1000',2.0,5763.0,4428.0,0.998,3527.0,3548.0,0.608,b'Simbad',294.1434,38.893162
3757590.0,6106.0,378.0,6116.0,631.0,2.83e-11,2.59e-12,0.742,0.221,0.7,b'00010',b'1110',2.0,5946.0,6125.0,0.917,6185.0,5955.0,0.636,b'Simbad',294.14371,38.877392
3757778.0,5797.0,357.0,5343.0,728.0,1.61e-11,2.02e-12,0.589,0.238,0.454,b'00000',b'1110',2.0,5713.0,5407.0,0.631,5892.0,4895.0,0.455,b'Simbad',294.19629,38.83712
3765708.0,7058.0,380.0,6922.0,614.0,1.25e-11,1.99e-12,0.763,0.25,0.99,b'00000',b'1100',1.0,7025.0,6899.0,0.829,7076.0,6962.0,0.716,b'Simbad',295.92786,38.848789
3765771.0,6498.0,436.0,5595.0,974.0,2.25e-11,2.55e-12,0.675,0.252,0.7,b'00010',b'1100',1.0,6385.0,5217.0,0.638,6677.0,6049.0,0.713,b'Simbad',295.94055,38.876389
3766353.0,6893.0,383.0,5930.0,611.0,2.17e-11,2.64e-12,0.838,0.261,0.862,b'00100',b'1100',1.0,6836.0,5874.0,0.844,7108.0,6060.0,0.833,b'Simbad',296.05377,38.89426
3830820.0,3796.0,365.0,3712.0,566.0,4.28e-11,6.06e-12,0.733,0.329,0.588,b'00000',b'0100',1.0,3920.0,3777.0,0.623,3796.0,3712.0,0.733,b'Simbad',284.62024,38.969501
3832382.0,4504.0,353.0,4326.0,558.0,2.26e-11,2.3e-12,0.665,0.225,0.938,b'00000',b'1100',1.0,4438.0,4186.0,0.626,4645.0,4439.0,0.714,b'Simbad',285.24606,38.983311
3832716.0,6483.0,372.0,4041.0,565.0,3.01e-11,2.64e-12,1.567,0.168,0.827,b'00000',b'1100',1.0,6438.0,3859.0,1.648,6521.0,5124.0,0.832,b'Simbad',285.39404,38.904911
3833859.0,6225.0,368.0,6297.0,611.0,6.15e-11,5.71e-12,0.578,0.267,1.003,b'00000',b'1000',1.0,6225.0,6297.0,0.578,6440.0,6413.0,0.759,b'Simbad',285.87387,38.903881
3834364.0,6141.0,380.0,4877.0,602.0,1.85e-11,2.46e-12,1.113,0.241,0.597,b'00000',b'1000',0.0,6141.0,4877.0,1.113,,,,b'Simbad',286.0722,38.972229
3836439.0,8456.0,764.0,6039.0,864.0,2.89e-10,3.83e-11,0.796,0.321,0.716,b'00000',b'1000',0.0,8456.0,6039.0,0.796,,,,b'Simbad',286.94843,38.928219
3837677.0,5777.0,362.0,5700.0,577.0,1.39e-11,1.86e-12,0.769,0.205,0.989,b'00000',b'1110',2.0,5720.0,5619.0,0.797,5799.0,5730.0,0.821,b'Simbad',287.42795,38.91856
3838496.0,5437.0,364.0,5019.0,583.0,5.45e-12,1.72e-12,0.759,0.253,0.922,b'11000',b'1100',1.0,5346.0,4981.0,0.801,5483.0,5061.0,0.725,b'Simbad',287.75238,38.929794
3839964.0,5707.0,361.0,5517.0,574.0,2.23e-11,2.54e-12,0.807,0.242,0.962,b'00000',b'1100',1.0,5700.0,5484.0,0.829,5715.0,5564.0,0.791,b'Simbad',288.29391,38.978081
3846515.0,6497.0,391.0,5709.0,796.0,3.9e-11,3.37e-12,0.706,0.23,0.7,b'00010',b'1110',2.0,6516.0,5473.0,0.676,6443.0,5864.0,0.644,b'Simbad',290.33026,38.917721
3848042.0,6618.0,367.0,6596.0,716.0,1.44e-11,2.07e-12,0.665,0.254,0.997,b'00000',b'1100',1.0,6589.0,6501.0,0.588,6748.0,6677.0,0.722,b'Simbad',290.80392,38.95298
3848919.0,5693.0,361.0,5001.0,552.0,2.83e-11,2.47e-12,1.156,0.191,0.977,b'00000',b'1110',2.0,5980.0,4714.0,1.324,5558.0,5395.0,0.849,b'Simbad',291.05634,38.974411
3848972.0,5543.0,352.0,5475.0,547.0,2.49e-11,2.6e-12,0.676,0.241,0.987,b'00000',b'1100',1.0,5507.0,5432.0,0.654,5577.0,5507.0,0.701,b'Simbad',291.07126,38.999039
3849155.0,5516.0,359.0,5463.0,681.0,3.35e-11,3.11e-12,0.575,0.251,0.7,b'00010',b'1100',1.0,5449.0,5323.0,0.519,5608.0,5555.0,0.674,b'Simbad',291.12799,38.914688
3850086.0,6461.0,918.0,5520.0,1482.0,7.42e-11,1.01e-11,0.855,0.35,0.7,b'00010',b'1000',1.0,6461.0,5520.0,0.855,7110.0,5882.0,0.816,b'Simbad',291.39749,38.964722
3851193.0,6627.0,369.0,4948.0,780.0,2.9e-11,2.2e-12,0.549,0.203,0.62,b'00000',b'1110',2.0,6532.0,4691.0,0.454,6845.0,4871.0,0.637,b'Simbad',291.70963,38.92136
3851320.0,10267.0,424.0,9780.0,1000.0,1.28e-11,1.79e-12,0.641,0.198,0.7,b'00010',b'1111',3.0,10130.0,8683.0,0.491,10416.0,10248.0,0.797,b'Simbad',291.74399,38.987179
3851949.0,5023.0,353.0,4706.0,659.0,4.47e-11,4.39e-12,0.568,0.278,0.678,b'00000',b'1100',1.0,4990.0,4741.0,0.639,5098.0,4641.0,0.518,b'Simbad',291.90335,38.925861
3853259.0,4861.0,353.0,4858.0,550.0,4.2e-11,3.49e-12,0.758,0.223,1.005,b'00000',b'1100',1.0,4707.0,4417.0,0.795,4867.0,4876.0,0.703,b'Simbad',292.24475,38.923149
3853673.0,5799.0,407.0,6003.0,821.0,1.72e-11,2.13e-12,0.638,0.24,0.7,b'00010',b'1100',1.0,5615.0,6192.0,0.609,5922.0,5832.0,0.704,b'Simbad',292.35287,38.942471
3858884.0,7410.0,350.0,7261.0,540.0,1.53e-10,4.23e-12,0.774,0.159,0.948,b'11001',b'1100',1.0,7396.0,7270.0,0.719,7431.0,7252.0,0.823,b'Simbad',293.69543,38.982792
3861595.0,6167.0,459.0,6128.0,891.0,7.26e-11,1.21e-11,0.77,0.416,0.7,b'00010',b'1000',2.0,6167.0,6128.0,0.77,6686.0,5923.0,0.724,b'Simbad',294.35654,38.94738
3862171.0,6309.0,452.0,5950.0,830.0,2.79e-11,2.88e-12,0.747,0.243,0.7,b'00010',b'1100',1.0,6151.0,5992.0,0.782,6452.0,5880.0,0.695,b'Simbad',294.49698,38.980068
3862246.0,5470.0,356.0,5508.0,707.0,2.14e-11,2.45e-12,0.6,0.26,0.7,b'00010',b'1100',1.0,5428.0,5417.0,0.543,5620.0,5574.0,0.669,b'Simbad',294.51746,38.956341
3865298.0,5495.0,355.0,5436.0,559.0,2.24e-11,2.53e-12,0.743,0.247,0.969,b'00000',b'1100',1.0,5450.0,5361.0,0.698,5586.0,5506.0,0.817,b'Simbad',295.23196,38.925919
3867593.0,6625.0,416.0,10513.0,857.0,2.96e-11,1.71e-12,0.351,0.163,0.7,b'00010',b'1100',1.0,6592.0,10703.0,0.308,7071.0,7723.0,0.639,b'Simbad',295.69751,38.902
3869825.0,7151.0,475.0,6397.0,762.0,2.81e-11,2.93e-12,0.831,0.242,0.835,b'00000',b'1100',1.0,6828.0,6358.0,0.808,7331.0,6427.0,0.872,b'Simbad',296.13391,38.999008
3935319.0,5483.0,356.0,5246.0,554.0,1.48e-11,2.42e-12,0.722,0.316,0.954,b'00000',b'0100',1.0,3550.0,3550.0,0.795,5483.0,5246.0,0.722,b'Simbad',284.98608,39.040501
3936357.0,6409.0,350.0,6366.0,540.0,5.43e-11,2.72e-12,0.721,0.173,0.996,b'00001',b'1100',1.0,6402.0,6359.0,0.616,6422.0,6372.0,0.789,b'Simbad',285.41086,39.041149
3938073.0,6130.0,356.0,4576.0,562.0,5.68e-11,2.77e-12,0.489,0.196,0.735,b'00000',b'1100',1.0,6102.0,4499.0,0.46,6338.0,4706.0,0.595,b'Simbad',286.15421,39.065708
3953981.0,5427.0,356.0,4088.0,583.0,6.65e-11,3.99e-12,0.962,0.182,0.935,b'00000',b'1100',1.0,5436.0,3792.0,1.002,5344.0,4842.0,0.785,b'Simbad',291.42819,39.07378
3954227.0,4893.0,352.0,3656.0,546.0,1.85e-11,1.81e-12,1.321,0.161,0.7,b'00010',b'1100',1.0,4921.0,3637.0,1.406,4869.0,3705.0,0.947,b'Simbad',291.49286,39.050152
3954798.0,9284.0,392.0,4187.0,546.0,1.38e-11,1.82e-12,2.524,0.152,0.702,b'00000',b'0111',3.0,5246.0,3792.0,0.868,10120.0,4127.0,2.452,b'Simbad',291.6514,39.038078
3955866.0,5424.0,353.0,5366.0,590.0,2.04e-11,2.13e-12,0.674,0.218,0.7,b'00010',b'1110',2.0,5380.0,5329.0,0.637,5729.0,5384.0,0.685,b'Simbad',291.92963,39.067108
3955867.0,5147.0,397.0,4569.0,570.0,4.95e-11,3.75e-12,0.96,0.209,0.7,b'00010',b'1110',2.0,5460.0,4564.0,1.146,5219.0,4371.0,0.972,b'Simbad',291.93008,39.072079
3956545.0,5737.0,357.0,5459.0,570.0,2.88e-11,2.33e-12,0.732,0.202,0.95,b'00000',b'1111',3.0,6066.0,5679.0,0.758,6298.0,5178.0,0.909,b'Simbad',292.09213,39.047409
3956881.0,5704.0,352.0,5860.0,542.0,1.86e-11,2.03e-12,0.742,0.209,1.028,b'00000',b'1110',2.0,5663.0,5820.0,0.776,5721.0,5879.0,0.614,b'Simbad',292.17828,39.075951
3957477.0,5781.0,358.0,5317.0,564.0,5.66e-11,4.61e-12,0.687,0.235,0.92,b'00000',b'1100',2.0,5804.0,5327.0,0.809,5760.0,5297.0,0.595,b'Simbad',292.34387,39.069328
3958488.0,7715.0,617.0,7040.0,1035.0,2.52e-11,3.07e-12,0.97,0.261,0.984,b'00000',b'1100',2.0,8530.0,6395.0,1.39,7578.0,7432.0,0.772,b'Simbad',292.60156,39.063221
3964545.0,5968.0,452.0,5870.0,761.0,1.92e-11,2.34e-12,0.817,0.243,0.7,b'00010',b'1100',1.0,5878.0,5833.0,0.778,6098.0,5909.0,0.865,b'Simbad',294.14001,39.08987
3965242.0,5488.0,449.0,5333.0,807.0,3.08e-11,4.54e-12,0.761,0.346,0.7,b'00010',b'0100',1.0,5204.0,5320.0,0.749,5488.0,5333.0,0.761,b'Simbad',294.32129,39.038872
3966912.0,5558.0,357.0,5559.0,608.0,1.57e-11,1.95e-12,0.708,0.218,0.7,b'00010',b'1111',3.0,5489.0,5546.0,0.787,5526.0,5456.0,0.624,b'Simbad',294.74054,39.015511
3969362.0,7236.0,374.0,6397.0,592.0,1.78e-11,2.41e-12,0.772,0.269,0.883,b'00000',b'1100',1.0,7025.0,6198.0,0.739,7595.0,6704.0,0.801,b'Simbad',295.3118,39.054501
3970117.0,5702.0,354.0,4939.0,756.0,1.87e-11,2.03e-12,0.465,0.226,0.619,b'00000',b'1110',2.0,5627.0,4577.0,0.408,5773.0,5262.0,0.595,b'Simbad',295.46201,39.084389
3970233.0,5306.0,355.0,5325.0,554.0,2.98e-11,2.72e-12,0.818,0.223,0.7,b'00010',b'1110',2.0,5249.0,5144.0,0.713,5348.0,5344.0,0.946,b'Simbad',295.48187,39.017288
3972629.0,5640.0,434.0,4411.0,614.0,2.01e-11,2.34e-12,1.236,0.214,0.917,b'00000',b'1100',1.0,5968.0,4403.0,1.507,5459.0,4452.0,0.918,b'Simbad',295.93301,39.024879
3973002.0,6255.0,361.0,5804.0,577.0,1.71e-11,2.13e-12,0.748,0.233,0.952,b'00000',b'1100',1.0,6175.0,5632.0,0.767,6304.0,5912.0,0.731,b'Simbad',296.00211,39.000511
3973504.0,6588.0,414.0,4644.0,615.0,1.23e-11,2.09e-12,0.937,0.28,0.716,b'00000',b'0010',2.0,5952.0,4297.0,0.892,5835.0,4213.0,0.82,b'Simbad',296.09506,39.055439
